user_id,total_spent
515934670,18888.12
519369539,16901.829999999998
566145046,13504.499999999998
512511358,13475.69
530014992,12459.62
515715331,12087.760000000002
551801600,11340.97
564438023,10729.86
564195480,10626.83
514036494,10037.34
