product_id,revenue
1005115,422148.0800000002
1005105,291286.87
1004249,166942.30000000002
1005135,154707.61000000002
1002544,141604.41
1004767,124591.79999999992
1004856,103812.58000000007
1003306,71046.26999999999
1005129,69421.4
1004833,66887.78999999995
